File	SMILES	HOMO (Ha)	LUMO (Ha)	GAP (eV)
Cc1cCcNOO-cNcNOO-c1N_opt.log	Cc1c(C)c(N(=O)(=O))c(N)c(N(=O)(=O))c1(N)	-0.23295	-0.09959	3.6289123039999995
CCc1cCOcCcCcCOc1CC_opt.log	C=Cc1c(C=O)c(C)c(C)c(C=O)c1(C=C)	-0.23927	-0.07678	4.4215803860000005
CCc1cFcCcCcNOO-c1NOO-_opt.log	C=Cc1c(F)c(C)c(C)c(N(=O)(=O))c1(N(=O)(=O))	-0.27264	-0.11175	4.378042145999999
CCc1cCcCcCNcFc1F_opt.log	C=Cc1c(C)c(C)c(C#N)c(F)c1(F)	-0.26502	-0.0579	5.636025168
Cc1cCcCcNOO-cFc1C_opt.log	Cc1c(C)c(C)c(N(=O)(=O))c(F)c1(C)	-0.25935	-0.08528	4.736688398000001
CCc1cCcCcCCcNOO-c1NOO-_opt.log	C=Cc1c(C)c(C)c(C=C)c(N(=O)(=O))c1(N(=O)(=O))	-0.27223	-0.09747	4.755464264000001
Cc1cCcCOcCcCNc1N_opt.log	Cc1c(C)c(C=O)c(C)c(C#N)c1(N)	-0.23149	-0.05107	4.909480788
CCc1cNcNcCcCc1CN_opt.log	C=Cc1c(N)c(N)c(C)c(C)c1(C#N)	-0.20212	-0.01504	5.0907087120000005
Cc1cCcNOO-cOcOc1O_opt.log	Cc1c(C)c(N(=O)(=O))c(O)c(O)c1(O)	-0.22129	-0.08838	3.6166671739999994
Cc1cNcNcNOO-cNOO-c1F_opt.log	Cc1c(N)c(N)c(N(=O)(=O))c(N(=O)(=O))c1(F)	-0.23128	-0.10297	3.491494734
CCc1cNcCcCcOc1F_opt.log	C=Cc1c(N)c(C)c(C)c(O)c1(F)	-0.18732	-0.00519	4.956012282
CCc1cCcCcNcCOc1N_opt.log	C=Cc1c(C)c(C)c(N)c(C=O)c1(N)	-0.18536	-0.03159	4.184296978
CCc1cCcCcNOO-cCCc1CN_opt.log	C=Cc1c(C)c(C)c(N(=O)(=O))c(C=C)c1(C#N)	-0.2633	-0.09809	4.4955953939999995
Cc1cCcCNcFcCNc1N_opt.log	Cc1c(C)c(C#N)c(F)c(C#N)c1(N)	-0.24326	-0.05375	5.156832414
CCc1cOcCcCcCc1O_opt.log	C=Cc1c(O)c(C)c(C)c(C)c1(O)	-0.20787	-0.00849	5.425408932
CCc1cOcNcCcOc1F_opt.log	C=Cc1c(O)c(N)c(C)c(O)c1(F)	-0.19494	-0.00718	5.1092124640000005
CCc1cOcCcCcFc1NOO-_opt.log	C=Cc1c(O)c(C)c(C)c(F)c1(N(=O)(=O))	-0.24315	-0.09021	4.161711516
Cc1cCcCNcFcCc1N_opt.log	Cc1c(C)c(C#N)c(F)c(C)c1(N)	-0.21888	-0.01885	5.443096342
Cc1cCcNcNOO-cCc1N_opt.log	Cc1c(C)c(N)c(N(=O)(=O))c(C)c1(N)	-0.18938	-0.07453	3.12522929
Cc1cCcCOcCNcCc1F_opt.log	Cc1c(C)c(C=O)c(C#N)c(C)c1(F)	-0.27257	-0.07563	5.359013116
Cc1cNcNcNOO-cCOc1CN_opt.log	Cc1c(N)c(N)c(N(=O)(=O))c(C=O)c1(C#N)	-0.23754	-0.1062	3.5739452760000003
CCc1cCcNcOcFc1CN_opt.log	C=Cc1c(C)c(N)c(O)c(F)c1(C#N)	-0.21336	-0.02792	5.046082016
Cc1cCcCNcOcCNc1O_opt.log	Cc1c(C)c(C#N)c(O)c(C#N)c1(O)	-0.25518	-0.05457	5.458878954
CCc1cCcCcCCcCCc1C_opt.log	C=Cc1c(C)c(C)c(C=C)c(C=C)c1(C)	-0.22705	-0.01607	5.741061172
Cc1cCcNOO-cCNcCNc1CN_opt.log	Cc1c(C)c(N(=O)(=O))c(C#N)c(C#N)c1(C#N)	-0.31622	-0.13098	5.040639736
CCc1cOcNcCcNc1F_opt.log	C=Cc1c(O)c(N)c(C)c(N)c1(F)	-0.17962	0.00333	4.9783256300000005
Cc1cCcNOO-cOcNOO-c1O_opt.log	Cc1c(C)c(N(=O)(=O))c(O)c(N(=O)(=O))c1(O)	-0.25924	-0.10369	4.232733270000001
Cc1cCcNcOcOc1C_opt.log	Cc1c(C)c(N)c(O)c(O)c1(C)	-0.19471	0.03591	6.275493068
Cc1cCcCNcNOO-cCc1O_opt.log	Cc1c(C)c(C#N)c(N(=O)(=O))c(C)c1(O)	-0.26095	-0.09801	4.433825516000001
CCc1cCcCcFcCNc1F_opt.log	C=Cc1c(C)c(C)c(F)c(C#N)c1(F)	-0.25986	-0.04978	5.716570912
CCc1cCcCcCcOc1CN_opt.log	C=Cc1c(C)c(C)c(C)c(O)c1(C#N)	-0.23276	-0.03387	5.412075346000001
Cc1cNcNcNOO-cNOO-c1CO_opt.log	Cc1c(N)c(N)c(N(=O)(=O))c(N(=O)(=O))c1(C=O)	-0.25236	-0.10271	4.072186009999999
Hc1cNOO-cCNcCNcNOO-c1NOO-_opt.log	c1c(N(=O)(=O))c(C#N)c(C#N)c(N(=O)(=O))c1(N(=O)(=O))	-0.34556	-0.18824	4.280897448
CCc1cFcCOcCcCc1CO_opt.log	C=Cc1c(F)c(C=O)c(C)c(C)c1(C=O)	-0.25663	-0.08583	4.647707120000001
CCc1cCcCcCOcOc1C_opt.log	C=Cc1c(C)c(C)c(C=O)c(O)c1(C)	-0.2299	-0.04343	5.0741097580000005
Cc1cCcNOO-cCOcNOO-c1N_opt.log	Cc1c(C)c(N(=O)(=O))c(C=O)c(N(=O)(=O))c1(N)	-0.25567	-0.10766	4.027559314
Cc1cCcCNcCOcFc1F_opt.log	Cc1c(C)c(C#N)c(C=O)c(F)c1(F)	-0.27644	-0.08914	5.096695220000001
Cc1cCcNOO-cCOcFc1CN_opt.log	Cc1c(C)c(N(=O)(=O))c(C=O)c(F)c1(C#N)	-0.28035	-0.12687	4.176405672
CCc1cFcCcCcCOc1F_opt.log	C=Cc1c(F)c(C)c(C)c(C=O)c1(F)	-0.2476	-0.06199	5.050707954
Cc1cNcOcOcNc1NOO-_opt.log	Cc1c(N)c(O)c(O)c(N)c1(N(=O)(=O))	-0.18793	-0.07337	3.117337984
CCc1cOcCcCcCNc1F_opt.log	C=Cc1c(O)c(C)c(C)c(C#N)c1(F)	-0.24766	-0.03774	5.712217088
Cc1cCcNOO-cCcCOc1F_opt.log	Cc1c(C)c(N(=O)(=O))c(C)c(C=O)c1(F)	-0.26903	-0.10013	4.59600546
CCc1cCcCcCcOc1F_opt.log	C=Cc1c(C)c(C)c(C)c(O)c1(F)	-0.2219	-0.00809	5.818069434
Cc1cNcCcCOcNc1N_opt.log	Cc1c(N)c(C)c(C=O)c(N)c1(N)	-0.1731	-0.02844	3.9364011240000005
Cc1cCcCOcNOO-cOc1F_opt.log	Cc1c(C)c(C=O)c(N(=O)(=O))c(O)c1(F)	-0.26513	-0.09812	4.544575914
CCc1cCcCcNOO-cCc1F_opt.log	C=Cc1c(C)c(C)c(N(=O)(=O))c(C)c1(F)	-0.25679	-0.0919	4.486887746000002
CCc1cNcCcNcCc1CN_opt.log	C=Cc1c(N)c(C)c(N)c(C)c1(C#N)	-0.19203	-0.01966	4.690429018
Cc1cCcCOcCOcCc1N_opt.log	Cc1c(C)c(C=O)c(C=O)c(C)c1(N)	-0.22047	-0.05238	4.573964226
CCc1cCcNcOcFc1N_opt.log	C=Cc1c(C)c(N)c(O)c(F)c1(N)	-0.16739	0.00803	4.773423788000001
CCc1cCcNcNcOc1CO_opt.log	C=Cc1c(C)c(N)c(N)c(O)c1(C=O)	-0.20897	-0.03467	4.74294702
Cc1cCcOcOcCNc1N_opt.log	Cc1c(C)c(O)c(O)c(C#N)c1(N)	-0.19199	-0.0218	4.631108166000001
Cc1cNcNcFcNOO-c1NOO-_opt.log	Cc1c(N)c(N)c(F)c(N(=O)(=O))c1(N(=O)(=O))	-0.23651	-0.09515	3.846603504
Cc1cCcFcNcCOc1O_opt.log	Cc1c(C)c(F)c(N)c(C=O)c1(O)	-0.20717	-0.0375	4.616958238
Cc1cCcNOO-cCNcNc1CN_opt.log	Cc1c(C)c(N(=O)(=O))c(C#N)c(N)c1(C#N)	-0.25291	-0.11572	3.733131966000001
Cc1cCcCOcFcNOO-c1N_opt.log	Cc1c(C)c(C=O)c(F)c(N(=O)(=O))c1(N)	-0.24429	-0.09395	4.090961876000001
CCc1cCNcCcCcFc1CN_opt.log	C=Cc1c(C#N)c(C)c(C)c(F)c1(C#N)	-0.26875	-0.06405	5.57017358
CCc1cCcCcOcNc1CC_opt.log	C=Cc1c(C)c(C)c(O)c(N)c1(C=C)	-0.20396	0.00258	5.620242556
CCc1cCcNcNcNc1N_opt.log	C=Cc1c(C)c(N)c(N)c(N)c1(N)	-0.16428	0.02557	5.166084290000001
CCc1cCcCcNOO-cCOc1F_opt.log	C=Cc1c(C)c(C)c(N(=O)(=O))c(C=O)c1(F)	-0.26514	-0.09511	4.626754342
CCc1cCcNcNcCOc1O_opt.log	C=Cc1c(C)c(N)c(N)c(C=O)c1(O)	-0.19225	-0.04125	4.1089214
CCc1cCcCcNcCCc1CC_opt.log	C=Cc1c(C)c(C)c(N)c(C=C)c1(C=C)	-0.18816	-0.00434	5.001999548
CCc1cCcCcCcNOO-c1CN_opt.log	C=Cc1c(C)c(C)c(C)c(N(=O)(=O))c1(C#N)	-0.26979	-0.09288	4.813968773999999
CCc1cCcCcOcFc1F_opt.log	C=Cc1c(C)c(C)c(O)c(F)c1(F)	-0.22706	-0.01151	5.865417270000001
CCc1cCcNcOcCc1F_opt.log	C=Cc1c(C)c(N)c(O)c(C)c1(F)	-0.18435	0.00261	5.087443344
Cc1cNcNcCOcCNc1F_opt.log	Cc1c(N)c(N)c(C=O)c(C#N)c1(F)	-0.21531	-0.06568	4.0716417819999995
Cc1cCcFcCOcCc1N_opt.log	Cc1c(C)c(F)c(C=O)c(C)c1(N)	-0.2039	-0.04792	4.244434172
Cc1cCcCOcCcCOc1N_opt.log	Cc1c(C)c(C=O)c(C)c(C=O)c1(N)	-0.22433	-0.05175	4.6961434120000005
Cc1cCcOcCNcOc1O_opt.log	Cc1c(C)c(O)c(C#N)c(O)c1(O)	-0.21436	-0.02583	5.130165242
Cc1cNcOcFcCNc1N_opt.log	Cc1c(N)c(O)c(F)c(C#N)c1(N)	-0.19487	-0.01613	4.863765636
Cc1cCcCOcCOcOc1CN_opt.log	Cc1c(C)c(C=O)c(C=O)c(O)c1(C#N)	-0.26489	-0.09782	4.546208598
CCc1cCcCcCNcNc1F_opt.log	C=Cc1c(C)c(C)c(C#N)c(N)c1(F)	-0.21548	-0.04036	4.765260368
Cc1cCcCcCOcCOc1C_opt.log	Cc1c(C)c(C)c(C=O)c(C=O)c1(C)	-0.24429	-0.05741	5.085266432
Cc1cCcNOO-cCNcCOc1O_opt.log	Cc1c(C)c(N(=O)(=O))c(C#N)c(C=O)c1(O)	-0.26859	-0.10638	4.413961194
CCc1cOcCcCcCOc1NOO-_opt.log	C=Cc1c(O)c(C)c(C)c(C=O)c1(N(=O)(=O))	-0.25183	-0.09607	4.238447664000001
Cc1cNcNcNcCc1O_opt.log	Cc1c(N)c(N)c(N)c(C)c1(O)	-0.16793	0.05147	5.97018116
Cc1cNcOcCcOc1N_opt.log	Cc1c(N)c(O)c(C)c(O)c1(N)	-0.16123	0.03968	5.467042374
CCc1cNcCcNcCc1N_opt.log	C=Cc1c(N)c(C)c(N)c(C)c1(N)	-0.1668	0.02413	5.195472602
CCc1cFcCcCcCOc1CN_opt.log	C=Cc1c(F)c(C)c(C)c(C=O)c1(C#N)	-0.25849	-0.07727	4.931249908
CCc1cCcFcCcCc1CO_opt.log	C=Cc1c(C)c(F)c(C)c(C)c1(C=O)	-0.24512	-0.05235	5.245541578
Cc1cCcNcCcNOO-c1C_opt.log	Cc1c(C)c(N)c(C)c(N(=O)(=O))c1(C)	-0.20761	-0.07633	3.5723125920000003
CCc1cCcCcFcNc1O_opt.log	C=Cc1c(C)c(C)c(F)c(N)c1(O)	-0.20835	0.0042	5.783783070000001
Cc1cCcCNcFcCNc1O_opt.log	Cc1c(C)c(C#N)c(F)c(C#N)c1(O)	-0.2697	-0.06416	5.593031156
Cc1cCcOcNOO-cCNc1C_opt.log	Cc1c(C)c(O)c(N(=O)(=O))c(C#N)c1(C)	-0.26053	-0.09046	4.6278427980000005
Cc1cCcFcCcCNc1O_opt.log	Cc1c(C)c(F)c(C)c(C#N)c1(O)	-0.23957	-0.0364	5.528540138
Cc1cCcOcCNcCNc1N_opt.log	Cc1c(C)c(O)c(C#N)c(C#N)c1(N)	-0.21861	-0.06087	4.292326236
CCc1cNcNcCcCNc1NOO-_opt.log	C=Cc1c(N)c(N)c(C)c(C#N)c1(N(=O)(=O))	-0.22494	-0.08445	3.8229295860000003
CCc1cOcCOcCcCc1NOO-_opt.log	C=Cc1c(O)c(C=O)c(C)c(C)c1(N(=O)(=O))	-0.24896	-0.09845	4.095587814
Cc1cCcNOO-cCcCNc1CN_opt.log	Cc1c(C)c(N(=O)(=O))c(C)c(C#N)c1(C#N)	-0.29655	-0.11949	4.8180504840000005
CCc1cCcCcCCcNOO-c1F_opt.log	C=Cc1c(C)c(C)c(C=C)c(N(=O)(=O))c1(F)	-0.25677	-0.08885	4.569338288000001
CCc1cCcNcCcCCc1NOO-_opt.log	C=Cc1c(C)c(N)c(C)c(C=C)c1(N(=O)(=O))	-0.22238	-0.06826	4.193820968
Cc1cCcNOO-cFcCOc1CO_opt.log	Cc1c(C)c(N(=O)(=O))c(F)c(C=O)c1(C=O)	-0.25789	-0.11961	3.7627923920000006
Cc1cCcCOcNOO-cNc1CO_opt.log	Cc1c(C)c(C=O)c(N(=O)(=O))c(N)c1(C=O)	-0.24532	-0.0977	4.016946868000001
CCc1cCcCcCcNOO-c1CO_opt.log	C=Cc1c(C)c(C)c(C)c(N(=O)(=O))c1(C=O)	-0.25162	-0.09632	4.22593042
CCc1cFcCcCcFc1CC_opt.log	C=Cc1c(F)c(C)c(C)c(F)c1(C=C)	-0.23455	-0.03349	5.471124084
Cc1cCcFcFcOc1N_opt.log	Cc1c(C)c(F)c(F)c(O)c1(N)	-0.19149	0.01649	5.659426972
Cc1cNcNcNOO-cFc1NOO-_opt.log	Cc1c(N)c(N)c(N(=O)(=O))c(F)c1(N(=O)(=O))	-0.25106	-0.10348	4.015858412
Cc1cCcCNcCNcFc1F_opt.log	Cc1c(C)c(C#N)c(C#N)c(F)c1(F)	-0.29116	-0.0813	5.710584404
CCc1cCcCcOcNc1CN_opt.log	C=Cc1c(C)c(C)c(O)c(N)c1(C#N)	-0.19941	-0.02296	4.8014515300000005
Cc1cCcNOO-cCNcFc1F_opt.log	Cc1c(C)c(N(=O)(=O))c(C#N)c(F)c1(F)	-0.29595	-0.1152	4.91846055
CCc1cCcCcCOcCc1O_opt.log	C=Cc1c(C)c(C)c(C=O)c(C)c1(O)	-0.22673	-0.0503	4.800907302
CCc1cCcCcCCcCNc1F_opt.log	C=Cc1c(C)c(C)c(C=C)c(C#N)c1(F)	-0.24917	-0.04598	5.529084366
Cc1cCcCOcNcNc1O_opt.log	Cc1c(C)c(C=O)c(N)c(N)c1(O)	-0.1906	-0.0285	4.41096794
Cc1cCcOcCOcNOO-c1N_opt.log	Cc1c(C)c(O)c(C=O)c(N(=O)(=O))c1(N)	-0.22165	-0.09407	3.471630412000001
Cc1cCcCNcCNcNOO-c1F_opt.log	Cc1c(C)c(C#N)c(C#N)c(N(=O)(=O))c1(F)	-0.30575	-0.12458	4.929889338000001
Hc1cNOO-cCOcNOO-cCOc1NOO-_opt.log	c1c(N(=O)(=O))c(C=O)c(N(=O)(=O))c(C=O)c1(N(=O)(=O))	-0.29638	-0.17542	3.2914909439999995
CCc1cCNcFcCcCc1NOO-_opt.log	C=Cc1c(C#N)c(F)c(C)c(C)c1(N(=O)(=O))	-0.27302	-0.10534	4.562807552
CCc1cCcCcCOcCNc1N_opt.log	C=Cc1c(C)c(C)c(C=O)c(C#N)c1(N)	-0.2181	-0.06871	4.065111046
Cc1cCcFcCOcCNc1O_opt.log	Cc1c(C)c(F)c(C=O)c(C#N)c1(O)	-0.25892	-0.0831	4.784308348
Cc1cNcCcCNcNOO-c1F_opt.log	Cc1c(N)c(C)c(C#N)c(N(=O)(=O))c1(F)	-0.25224	-0.09334	4.3238914600000005
CCc1cCcCcNOO-cCOc1CC_opt.log	C=Cc1c(C)c(C)c(N(=O)(=O))c(C=O)c1(C=C)	-0.25107	-0.09858	4.149466386
CCc1cNOO-cCcCcCOc1NOO-_opt.log	C=Cc1c(N(=O)(=O))c(C)c(C)c(C=O)c1(N(=O)(=O))	-0.27889	-0.12167	4.278176308000001
Cc1cCcOcCOcCc1N_opt.log	Cc1c(C)c(O)c(C=O)c(C)c1(N)	-0.186	-0.04347	3.878440842
CCc1cCcCcCcNOO-c1NOO-_opt.log	C=Cc1c(C)c(C)c(C)c(N(=O)(=O))c1(N(=O)(=O))	-0.27033	-0.10006	4.633285078000001
Cc1cCcNcNcNc1C_opt.log	Cc1c(C)c(N)c(N)c(N)c1(C)	-0.16575	0.04587	5.7584764680000005
CCc1cCcCOcCcNc1O_opt.log	C=Cc1c(C)c(C=O)c(C)c(N)c1(O)	-0.19211	-0.03687	4.224297736
CCc1cCcCcCNcCNc1NOO-_opt.log	C=Cc1c(C)c(C)c(C#N)c(C#N)c1(N(=O)(=O))	-0.29174	-0.11133	4.909208674
CCc1cCcNcCcNc1N_opt.log	C=Cc1c(C)c(N)c(C)c(N)c1(N)	-0.1599	0.01527	4.766620938
Cc1cNcOcOcCNc1CN_opt.log	Cc1c(N)c(O)c(O)c(C#N)c1(C#N)	-0.2409	-0.0523	5.13207004
Cc1cCcNOO-cFcNc1N_opt.log	Cc1c(C)c(N(=O)(=O))c(F)c(N)c1(N)	-0.2194	-0.06962	4.075723492000001
Cc1cNcNcFcFc1O_opt.log	Cc1c(N)c(N)c(F)c(F)c1(O)	-0.19332	0.02315	5.890451758
Cc1cCcNOO-cNOO-cNc1CO_opt.log	Cc1c(C)c(N(=O)(=O))c(N(=O)(=O))c(N)c1(C=O)	-0.25246	-0.11073	3.8566717220000006
Cc1cCcNOO-cCcCOc1N_opt.log	Cc1c(C)c(N(=O)(=O))c(C)c(C=O)c1(N)	-0.23279	-0.08454	4.03409005
Cc1cNcNcNcCOc1O_opt.log	Cc1c(N)c(N)c(N)c(C=O)c1(O)	-0.19417	-0.01484	4.879820362
Cc1cNcNcCNcNc1F_opt.log	Cc1c(N)c(N)c(C#N)c(N)c1(F)	-0.19114	-0.01367	4.829207158000001
CCc1cFcCcCcCc1NOO-_opt.log	C=Cc1c(F)c(C)c(C)c(C)c1(N(=O)(=O))	-0.24717	-0.08912	4.30076177
CCc1cCcNOO-cCcCc1CN_opt.log	C=Cc1c(C)c(N(=O)(=O))c(C)c(C)c1(C#N)	-0.26868	-0.1022	4.530153871999999
CCc1cCcCcOcCNc1N_opt.log	C=Cc1c(C)c(C)c(O)c(C#N)c1(N)	-0.20686	-0.02332	4.994380356
Cc1cNcNcCOcCc1O_opt.log	Cc1c(N)c(N)c(C=O)c(C)c1(O)	-0.18668	-0.03406	4.153003868000001
Cc1cCcFcCNcCNc1F_opt.log	Cc1c(C)c(F)c(C#N)c(C#N)c1(F)	-0.28874	-0.08469	5.552486170000001
CCc1cCcNcNcCc1CC_opt.log	C=Cc1c(C)c(N)c(N)c(C)c1(C=C)	-0.17623	0.01583	5.226221484000001
CCc1cNcOcCcCc1O_opt.log	C=Cc1c(N)c(O)c(C)c(C)c1(O)	-0.19198	0.00761	5.431123326000001
Cc1cCcCOcCNcFc1N_opt.log	Cc1c(C)c(C=O)c(C#N)c(F)c1(N)	-0.23558	-0.06537	4.631652394000001
Cc1cCcFcCOcNc1O_opt.log	Cc1c(C)c(F)c(C=O)c(N)c1(O)	-0.20744	-0.04552	4.406069888
Cc1cNcOcFcNOO-c1CN_opt.log	Cc1c(N)c(O)c(F)c(N(=O)(=O))c1(C#N)	-0.24362	-0.09428	4.063750476
Cc1cCcFcNOO-cFc1C_opt.log	Cc1c(C)c(F)c(N(=O)(=O))c(F)c1(C)	-0.26992	-0.09187	4.84498977
CCc1cCcCcOcCCc1F_opt.log	C=Cc1c(C)c(C)c(O)c(C=C)c1(F)	-0.21463	-0.01322	5.480648073999999
Cc1cCcNOO-cNcNc1N_opt.log	Cc1c(C)c(N(=O)(=O))c(N)c(N)c1(N)	-0.19107	-0.06948	3.308634126
Cc1cCcNcCNcCc1N_opt.log	Cc1c(C)c(N)c(C#N)c(C)c1(N)	-0.17672	-0.01694	4.347837491999999
Cc1cNcCcCNcFc1O_opt.log	Cc1c(N)c(C)c(C#N)c(F)c1(O)	-0.21252	-0.0311	4.936692188
Cc1cCcCNcOcCOc1F_opt.log	Cc1c(C)c(C#N)c(O)c(C=O)c1(F)	-0.25846	-0.06979	5.133974838
Cc1cCcCNcNOO-cNOO-c1N_opt.log	Cc1c(C)c(C#N)c(N(=O)(=O))c(N(=O)(=O))c1(N)	-0.26134	-0.11652	3.9407549480000004
Cc1cNcNcCOcNOO-c1CN_opt.log	Cc1c(N)c(N)c(C=O)c(N(=O)(=O))c1(C#N)	-0.23391	-0.09777	3.7045599960000004
Cc1cCcNOO-cOcCNc1N_opt.log	Cc1c(C)c(N(=O)(=O))c(O)c(C#N)c1(N)	-0.23885	-0.08002	4.3219866620000005
Cc1cCcCNcCOcFc1CN_opt.log	Cc1c(C)c(C#N)c(C=O)c(F)c1(C#N)	-0.28716	-0.10754	4.8877116680000015
Cc1cCcCOcCNcNc1CO_opt.log	Cc1c(C)c(C=O)c(C#N)c(N)c1(C=O)	-0.23677	-0.09185	3.943476088
Cc1cCcCOcNOO-cCc1O_opt.log	Cc1c(C)c(C=O)c(N(=O)(=O))c(C)c1(O)	-0.256	-0.08189	4.737776854
CCc1cCcCcCNcCNc1O_opt.log	C=Cc1c(C)c(C)c(C#N)c(C#N)c1(O)	-0.25141	-0.07065	4.918732664000001
Cc1cNcCcFcFc1O_opt.log	Cc1c(N)c(C)c(F)c(F)c1(O)	-0.19947	0.01609	5.865689384
CCc1cCcCcFcCNc1CC_opt.log	C=Cc1c(C)c(C)c(F)c(C#N)c1(C=C)	-0.24775	-0.04582	5.4947980020000005
Cc1cNcOcFcCNc1O_opt.log	Cc1c(N)c(O)c(F)c(C#N)c1(O)	-0.21269	-0.01903	5.269759724
CCc1cNcCcCcCOc1CN_opt.log	C=Cc1c(N)c(C)c(C)c(C=O)c1(C#N)	-0.22614	-0.05818	4.570426744
Cc1cCcNOO-cFcFc1N_opt.log	Cc1c(C)c(N(=O)(=O))c(F)c(F)c1(N)	-0.23641	-0.08299	4.174772988
CCc1cCcNcOcNc1C_opt.log	C=Cc1c(C)c(N)c(O)c(N)c1(C)	-0.17201	0.02014	5.22867051
Cc1cCcNOO-cFcFc1O_opt.log	Cc1c(C)c(N(=O)(=O))c(F)c(F)c1(O)	-0.26655	-0.09246	4.737232626000001
Cc1cNcCcCOcCOc1N_opt.log	Cc1c(N)c(C)c(C=O)c(C=O)c1(N)	-0.20569	-0.05062	4.219671798
Cc1cCcCOcCNcCOc1O_opt.log	Cc1c(C)c(C=O)c(C#N)c(C=O)c1(O)	-0.25325	-0.07996	4.715463506
Cc1cNcNcNOO-cCNc1CO_opt.log	Cc1c(N)c(N)c(N(=O)(=O))c(C#N)c1(C=O)	-0.24942	-0.09986	4.069736984
CCc1cCcNcNcOc1C_opt.log	C=Cc1c(C)c(N)c(N)c(O)c1(C)	-0.18211	0.01559	5.37969378
Cc1cCcCOcCNcCOc1F_opt.log	Cc1c(C)c(C=O)c(C#N)c(C=O)c1(F)	-0.27085	-0.09179	4.872473284
Cc1cCcNOO-cCNcCNc1O_opt.log	Cc1c(C)c(N(=O)(=O))c(C#N)c(C#N)c1(O)	-0.28739	-0.11178	4.778593954
Cc1cCcOcCNcOc1C_opt.log	Cc1c(C)c(O)c(C#N)c(O)c1(C)	-0.2278	-0.02434	5.536431444000001
Cc1cCcCNcOcFc1O_opt.log	Cc1c(C)c(C#N)c(O)c(F)c1(O)	-0.2452	-0.03147	5.815892522
Cc1cCcCOcCOcCNc1CO_opt.log	Cc1c(C)c(C=O)c(C=O)c(C#N)c1(C=O)	-0.2548	-0.10587	4.0525938020000005
Cc1cCcCOcNcCOc1CN_opt.log	Cc1c(C)c(C=O)c(N)c(C=O)c1(C#N)	-0.23672	-0.08767	4.055859170000001
CCc1cCcNcNcFc1O_opt.log	C=Cc1c(C)c(N)c(N)c(F)c1(O)	-0.18632	0.01322	5.429762756000001
CCc1cCcNcCcNc1O_opt.log	C=Cc1c(C)c(N)c(C)c(N)c1(O)	-0.16198	0.00674	4.591107408
Cc1cCcFcCOcOc1O_opt.log	Cc1c(C)c(F)c(C=O)c(O)c1(O)	-0.22288	-0.05512	4.564984464
CCc1cNcCcCcOc1CC_opt.log	C=Cc1c(N)c(C)c(C)c(O)c1(C=C)	-0.17854	-0.00958	4.597638144
CCc1cCcCcNOO-cFc1N_opt.log	C=Cc1c(C)c(C)c(N(=O)(=O))c(F)c1(N)	-0.21408	-0.08443	3.52795801
Cc1cCcOcCOcFc1C_opt.log	Cc1c(C)c(O)c(C=O)c(F)c1(C)	-0.23207	-0.05313	4.869207916
CCc1cNOO-cCcCcNOO-c1NOO-_opt.log	C=Cc1c(N(=O)(=O))c(C)c(C)c(N(=O)(=O))c1(N(=O)(=O))	-0.28511	-0.13384	4.116268477999999
Cc1cCcFcNOO-cFc1N_opt.log	Cc1c(C)c(F)c(N(=O)(=O))c(F)c1(N)	-0.22269	-0.08739	3.68170242
Cc1cNcOcOcNOO-c1CN_opt.log	Cc1c(N)c(O)c(O)c(N(=O)(=O))c1(C#N)	-0.24926	-0.08114	4.5747805679999995
Cc1cCcCNcOcNOO-c1O_opt.log	Cc1c(C)c(C#N)c(O)c(N(=O)(=O))c1(O)	-0.2544	-0.11804	3.7105465040000003
CCc1cCcCcNcOc1C_opt.log	C=Cc1c(C)c(C)c(N)c(O)c1(C)	-0.20247	0.01193	5.83412416
Cc1cNcOcCcCOc1CN_opt.log	Cc1c(N)c(O)c(C)c(C=O)c1(C#N)	-0.21837	-0.05513	4.441988936
Cc1cCcOcCOcCNc1C_opt.log	Cc1c(C)c(O)c(C=O)c(C#N)c1(C)	-0.25046	-0.06697	4.9930197860000005
CCc1cCcCcCNcFc1CO_opt.log	C=Cc1c(C)c(C)c(C#N)c(F)c1(C=O)	-0.26648	-0.07669	5.164451606000001
Cc1cCcNOO-cFcNc1NOO-_opt.log	Cc1c(C)c(N(=O)(=O))c(F)c(N)c1(N(=O)(=O))	-0.24348	-0.11748	3.4286364000000003
CCc1cCcNcCcCNc1NOO-_opt.log	C=Cc1c(C)c(N)c(C)c(C#N)c1(N(=O)(=O))	-0.24207	-0.08353	4.314095356
Cc1cCcFcCcFc1N_opt.log	Cc1c(C)c(F)c(C)c(F)c1(N)	-0.1952	0.01087	5.607453198
Cc1cCcCNcFcCOc1F_opt.log	Cc1c(C)c(C#N)c(F)c(C=O)c1(F)	-0.27557	-0.08315	5.236017587999999
CCc1cCcNcCcCNc1CC_opt.log	C=Cc1c(C)c(N)c(C)c(C#N)c1(C=C)	-0.20487	-0.02625	4.860500268
Cc1cCcFcCOcCOc1O_opt.log	Cc1c(C)c(F)c(C=O)c(C=O)c1(O)	-0.24962	-0.0815	4.5747805679999995
CCc1cCcCcCNcNOO-c1O_opt.log	C=Cc1c(C)c(C)c(C#N)c(N(=O)(=O))c1(O)	-0.25611	-0.10617	4.080077316000001
CCc1cCcCcFcNOO-c1C_opt.log	C=Cc1c(C)c(C)c(F)c(N(=O)(=O))c1(C)	-0.26215	-0.08725	4.75927386
