File	SMILES	HOMO (Ha)	LUMO (Ha)	GAP (eV)
CCc1cOcOcCcCc1CO_opt.log	C=Cc1c(O)c(O)c(C)c(C)c1(C=O)	-0.22168	-0.0461	4.7777776119999995
CCc1cCcCcCCcCNc1CN_opt.log	C=Cc1c(C)c(C)c(C=C)c(C#N)c1(C#N)	-0.26179	-0.06438	5.371802474000001
Cc1cNcCcCNcCNc1O_opt.log	Cc1c(N)c(C)c(C#N)c(C#N)c1(O)	-0.23305	-0.05365	4.88172516
Cc1cNcCcFcCNc1F_opt.log	Cc1c(N)c(C)c(F)c(C#N)c1(F)	-0.23029	-0.0254	5.575343746
Cc1cNcNcCOcNc1CN_opt.log	Cc1c(N)c(N)c(C=O)c(N)c1(C#N)	-0.20769	-0.04863	4.328245284
Cc1cNcNcOcCOc1O_opt.log	Cc1c(N)c(N)c(O)c(C=O)c1(O)	-0.21267	-0.03832	4.74430759
CCc1cNcNcCcOc1NOO-_opt.log	C=Cc1c(N)c(N)c(C)c(O)c1(N(=O)(=O))	-0.21008	-0.06034	4.074635036
Cc1cCcFcCNcCOc1N_opt.log	Cc1c(C)c(F)c(C#N)c(C=O)c1(N)	-0.22858	-0.07331	4.225114078000001
CCc1cOcCcCcFc1CN_opt.log	C=Cc1c(O)c(C)c(C)c(F)c1(C#N)	-0.2413	-0.04856	5.244725236
CCc1cCcCcNOO-cCNc1CN_opt.log	C=Cc1c(C)c(C)c(N(=O)(=O))c(C#N)c1(C#N)	-0.29304	-0.11521	4.839003262
Cc1cNcNcCNcCc1O_opt.log	Cc1c(N)c(N)c(C#N)c(C)c1(O)	-0.18881	-0.01412	4.7535594660000005
Cc1cNcNcCOcCNc1CO_opt.log	Cc1c(N)c(N)c(C=O)c(C#N)c1(C=O)	-0.23147	-0.06817	4.44362162
CCc1cCNcNcCcCc1CO_opt.log	C=Cc1c(C#N)c(N)c(C)c(C)c1(C=O)	-0.23063	-0.05239	4.850159936000001
Cc1cCcOcOcFc1N_opt.log	Cc1c(C)c(O)c(O)c(F)c1(N)	-0.17839	0.02348	5.493165318
Cc1cCcNOO-cCNcNOO-c1N_opt.log	Cc1c(C)c(N(=O)(=O))c(C#N)c(N(=O)(=O))c1(N)	-0.26299	-0.11473	4.034362164
CCc1cOcNOO-cCcCc1CN_opt.log	C=Cc1c(O)c(N(=O)(=O))c(C)c(C)c1(C#N)	-0.25718	-0.09849	4.3181770660000005
Cc1cCcNOO-cNOO-cNOO-c1F_opt.log	Cc1c(C)c(N(=O)(=O))c(N(=O)(=O))c(N(=O)(=O))c1(F)	-0.30897	-0.13275	4.795192908000001
Cc1cCcOcCcCc1O_opt.log	Cc1c(C)c(O)c(C)c(C)c1(O)	-0.19366	0.01657	5.720652622
CCc1cNcNcCcNc1O_opt.log	C=Cc1c(N)c(N)c(C)c(N)c1(O)	-0.18056	0.01882	5.425408932
Cc1cCcNcFcOc1C_opt.log	Cc1c(C)c(N)c(F)c(O)c1(C)	-0.19024	0.02731	5.91984007
Cc1cCcNOO-cNcCNc1N_opt.log	Cc1c(C)c(N(=O)(=O))c(N)c(C#N)c1(N)	-0.22867	-0.08667	3.8640188000000006
Cc1cNcCcNOO-cNOO-c1N_opt.log	Cc1c(N)c(C)c(N(=O)(=O))c(N(=O)(=O))c1(N)	-0.23258	-0.09122	3.8466035040000004
Cc1cCcOcFcNOO-c1C_opt.log	Cc1c(C)c(O)c(F)c(N(=O)(=O))c1(C)	-0.2463	-0.08842	4.296135832
Cc1cNcCcFcOc1F_opt.log	Cc1c(N)c(C)c(F)c(O)c1(F)	-0.19002	0.01733	5.6422837900000005
Cc1cNcNcCNcCOc1NOO-_opt.log	Cc1c(N)c(N)c(C#N)c(C=O)c1(N(=O)(=O))	-0.23555	-0.09983	3.6931312080000005
Cc1cNcOcFcCNc1NOO-_opt.log	Cc1c(N)c(O)c(F)c(C#N)c1(N(=O)(=O))	-0.23803	-0.09949	3.7698673560000002
Cc1cCcOcNOO-cCOc1C_opt.log	Cc1c(C)c(O)c(N(=O)(=O))c(C=O)c1(C)	-0.24843	-0.08044	4.571243086000001
Cc1cNcNcCNcFc1CO_opt.log	Cc1c(N)c(N)c(C#N)c(F)c1(C=O)	-0.23532	-0.05643	4.8678473460000005
Cc1cNcNcCOcCNc1NOO-_opt.log	Cc1c(N)c(N)c(C=O)c(C#N)c1(N(=O)(=O))	-0.2341	-0.09693	3.7325877380000003
CCc1cNcNcCcOc1F_opt.log	C=Cc1c(N)c(N)c(C)c(O)c1(F)	-0.18098	0.00202	4.9796862
CCc1cCcOcCcNc1O_opt.log	C=Cc1c(C)c(O)c(C)c(N)c1(O)	-0.17656	0.00159	4.84771091
Hc1cNOO-cCOcCNcNOO-c1NOO-_opt.log	c1c(N(=O)(=O))c(C=O)c(C#N)c(N(=O)(=O))c1(N(=O)(=O))	-0.31334	-0.1829	3.549455016
CCc1cCcCcCcOc1N_opt.log	C=Cc1c(C)c(C)c(C)c(O)c1(N)	-0.20321	0.00478	5.659699086000001
CCc1cNcNcNcCc1NOO-_opt.log	C=Cc1c(N)c(N)c(N)c(C)c1(N(=O)(=O))	-0.1999	-0.06709	3.6139460339999996
CCc1cCcCcNcCNc1C_opt.log	C=Cc1c(C)c(C)c(N)c(C#N)c1(C)	-0.20806	-0.02402	5.007986056
Cc1cNcCcOcCOc1N_opt.log	Cc1c(N)c(C)c(O)c(C=O)c1(N)	-0.19747	-0.01782	4.88852801
Cc1cCcOcNOO-cFc1O_opt.log	Cc1c(C)c(O)c(N(=O)(=O))c(F)c1(O)	-0.23059	-0.09487	3.6931312080000005
Cc1cCcCNcFcCc1F_opt.log	Cc1c(C)c(C#N)c(F)c(C)c1(F)	-0.2679	-0.04193	6.148960058000001
Cc1cCcNOO-cFcOc1NOO-_opt.log	Cc1c(C)c(N(=O)(=O))c(F)c(O)c1(N(=O)(=O))	-0.27254	-0.12332	4.060485108000001
CCc1cNcCcNcOc1CC_opt.log	C=Cc1c(N)c(C)c(N)c(O)c1(C=C)	-0.1732	-0.00225	4.65178883
CCc1cCcCcNOO-cCc1C_opt.log	C=Cc1c(C)c(C)c(N(=O)(=O))c(C)c1(C)	-0.25237	-0.08215	4.631924508
Hc1cNOO-cNOO-cFcNOO-c1NOO-_opt.log	c1c(N(=O)(=O))c(N(=O)(=O))c(F)c(N(=O)(=O))c1(N(=O)(=O))	-0.33836	-0.1937	3.9364011239999996
Cc1cCcOcCNcCc1O_opt.log	Cc1c(C)c(O)c(C#N)c(C)c1(O)	-0.21865	-0.02582	5.247174262000001
Cc1cCcCOcFcCNc1O_opt.log	Cc1c(C)c(C=O)c(F)c(C#N)c1(O)	-0.26565	-0.07034	5.314658533999999
CCc1cCcCcCNcOc1N_opt.log	C=Cc1c(C)c(C)c(C#N)c(O)c1(N)	-0.22714	-0.02882	5.396564848
Cc1cCcNOO-cCNcNOO-c1O_opt.log	Cc1c(C)c(N(=O)(=O))c(C#N)c(N(=O)(=O))c1(O)	-0.28939	-0.11856	4.648523462
Cc1cCcOcNOO-cCc1O_opt.log	Cc1c(C)c(O)c(N(=O)(=O))c(C)c1(O)	-0.22145	-0.09003	3.5761221880000003
Cc1cNcCcCOcCOc1CN_opt.log	Cc1c(N)c(C)c(C=O)c(C=O)c1(C#N)	-0.24161	-0.0744	4.550018194
Cc1cNcNcOcCOc1CO_opt.log	Cc1c(N)c(N)c(O)c(C=O)c1(C=O)	-0.21032	-0.04835	4.407430458
Cc1cCcCcNOO-cCOc1C_opt.log	Cc1c(C)c(C)c(N(=O)(=O))c(C=O)c1(C)	-0.26158	-0.09577	4.511922234
Cc1cCcOcFcNOO-c1N_opt.log	Cc1c(C)c(O)c(F)c(N(=O)(=O))c1(N)	-0.21123	-0.08322	3.4833313140000004
Cc1cCcOcFcCNc1N_opt.log	Cc1c(C)c(O)c(F)c(C#N)c1(N)	-0.20529	-0.03056	4.754647922
CCc1cNcNOO-cCcCc1CO_opt.log	C=Cc1c(N)c(N(=O)(=O))c(C)c(C)c1(C=O)	-0.2246	-0.09489	3.529590694
Cc1cNcCcNOO-cCOc1F_opt.log	Cc1c(N)c(C)c(N(=O)(=O))c(C=O)c1(F)	-0.24054	-0.08492	4.234638068000001
CCc1cCcNcNcCc1O_opt.log	C=Cc1c(C)c(N)c(N)c(C)c1(O)	-0.18021	0.01734	5.375612070000001
Cc1cCcNOO-cCcCc1O_opt.log	Cc1c(C)c(N(=O)(=O))c(C)c(C)c1(O)	-0.24371	-0.07796	4.51028955
Cc1cCcOcOcCc1N_opt.log	Cc1c(C)c(O)c(O)c(C)c1(N)	-0.18292	0.02976	5.787320552000001
Cc1cCcCOcCNcFc1CO_opt.log	Cc1c(C)c(C=O)c(C#N)c(F)c1(C=O)	-0.27981	-0.10972	4.628387026
CCc1cNcNcCcCNc1F_opt.log	C=Cc1c(N)c(N)c(C)c(C#N)c1(F)	-0.21464	-0.02599	5.13343061
Cc1cCcOcNcCc1N_opt.log	Cc1c(C)c(O)c(N)c(C)c1(N)	-0.16452	0.03436	5.4118032320000005
Cc1cNcNcFcNc1O_opt.log	Cc1c(N)c(N)c(F)c(N)c1(O)	-0.17374	0.04282	5.892900784
CCc1cCcCcOcCNc1CO_opt.log	C=Cc1c(C)c(C)c(O)c(C#N)c1(C=O)	-0.24704	-0.07134	4.7810429800000005
CCc1cCcFcCcCc1CN_opt.log	C=Cc1c(C)c(F)c(C)c(C)c1(C#N)	-0.25238	-0.03927	5.799021454
CCc1cCcCcCNcCOc1CO_opt.log	C=Cc1c(C)c(C)c(C#N)c(C=O)c1(C=O)	-0.26473	-0.09186	4.704034718000001
CCc1cCcCcFcOc1CO_opt.log	C=Cc1c(C)c(C)c(F)c(O)c1(C=O)	-0.23417	-0.04451	5.1609141240000005
CCc1cNcCcNcNc1O_opt.log	C=Cc1c(N)c(C)c(N)c(N)c1(O)	-0.17202	0.01359	5.050707954
Cc1cNcNcOcNOO-c1NOO-_opt.log	Cc1c(N)c(N)c(O)c(N(=O)(=O))c1(N(=O)(=O))	-0.24316	-0.08847	4.209331466
Cc1cCcNcCOcCOc1C_opt.log	Cc1c(C)c(N)c(C=O)c(C=O)c1(C)	-0.21324	-0.05857	4.208787238000001
CCc1cCcNcCcNOO-c1CO_opt.log	C=Cc1c(C)c(N)c(C)c(N(=O)(=O))c1(C=O)	-0.23241	-0.0919	3.8234738140000006
Cc1cNcCcNOO-cOc1N_opt.log	Cc1c(N)c(C)c(N(=O)(=O))c(O)c1(N)	-0.18585	-0.0819	2.8286250299999995
Cc1cNcCcNOO-cFc1N_opt.log	Cc1c(N)c(C)c(N(=O)(=O))c(F)c1(N)	-0.20079	-0.07767	3.350267568
CCc1cCcCcOcNc1O_opt.log	C=Cc1c(C)c(C)c(O)c(N)c1(O)	-0.19545	0.01371	5.691536424000001
Cc1cOcNcCcNOO-c1O_opt.log	Cc1c(O)c(N)c(C)c(N(=O)(=O))c1(O)	-0.19922	-0.08277	3.1687675300000007
Cc1cCcNOO-cFcNc1CN_opt.log	Cc1c(C)c(N(=O)(=O))c(F)c(N)c1(C#N)	-0.23825	-0.10647	3.5859182920000006
Cc1cNcOcOcNOO-c1F_opt.log	Cc1c(N)c(O)c(O)c(N(=O)(=O))c1(F)	-0.23622	-0.067	4.604713108
Cc1cNcNcNOO-cCOc1NOO-_opt.log	Cc1c(N)c(N)c(N(=O)(=O))c(C=O)c1(N(=O)(=O))	-0.25419	-0.11173	3.876536044000001
CCc1cCcCcCNcCNc1CN_opt.log	C=Cc1c(C)c(C)c(C#N)c(C#N)c1(C#N)	-0.28703	-0.0864	5.459423182
Cc1cNcOcNcCOc1N_opt.log	Cc1c(N)c(O)c(N)c(C=O)c1(N)	-0.18079	-0.02052	4.361171078
Cc1cCcOcOcFc1C_opt.log	Cc1c(C)c(O)c(O)c(F)c1(C)	-0.20781	0.01976	6.192498298
Cc1cCcCOcFcCNc1CN_opt.log	Cc1c(C)c(C=O)c(F)c(C#N)c1(C#N)	-0.28676	-0.10969	4.818322598
CCc1cCcCcCOcOc1NOO-_opt.log	C=Cc1c(C)c(C)c(C=O)c(O)c1(N(=O)(=O))	-0.25805	-0.10023	4.294503148
CCc1cNcCcCcNOO-c1CN_opt.log	C=Cc1c(N)c(C)c(C)c(N(=O)(=O))c1(C#N)	-0.23749	-0.08734	4.0857917100000005
Cc1cNcCcCOcCc1O_opt.log	Cc1c(N)c(C)c(C=O)c(C)c1(O)	-0.19932	-0.04016	4.330966424
Cc1cCcCOcOcNc1CN_opt.log	Cc1c(C)c(C=O)c(O)c(N)c1(C#N)	-0.22088	-0.07158	4.062662019999999
Cc1cCcNcCOcCNc1N_opt.log	Cc1c(C)c(N)c(C=O)c(C#N)c1(N)	-0.18994	-0.05931	3.554625182
Cc1cCcNcCNcNOO-c1C_opt.log	Cc1c(C)c(N)c(C#N)c(N(=O)(=O))c1(C)	-0.23094	-0.09268	3.762248164
Cc1cNcNcCOcFc1F_opt.log	Cc1c(N)c(N)c(C=O)c(F)c1(F)	-0.20422	-0.0482	4.245522628000001
Cc1cCcCNcNcOc1N_opt.log	Cc1c(C)c(C#N)c(N)c(O)c1(N)	-0.19246	-0.00568	5.082545292
Cc1cCcCOcOcNc1O_opt.log	Cc1c(C)c(C=O)c(O)c(N)c1(O)	-0.22269	-0.0292	5.265133786
CCc1cCcCcCcFc1NOO-_opt.log	C=Cc1c(C)c(C)c(C)c(F)c1(N(=O)(=O))	-0.26147	-0.08301	4.856146443999999
Cc1cNcNcCNcFc1N_opt.log	Cc1c(N)c(N)c(C#N)c(F)c1(N)	-0.1841	-0.016	4.574236340000001
Cc1cNcNcCOcCOc1N_opt.log	Cc1c(N)c(N)c(C=O)c(C=O)c1(N)	-0.18751	-0.05573	3.5859182920000006
Cc1cNcOcOcCc1F_opt.log	Cc1c(N)c(O)c(O)c(C)c1(F)	-0.18299	0.03471	5.923921780000001
CCc1cOcCNcCcCc1CO_opt.log	C=Cc1c(O)c(C#N)c(C)c(C)c1(C=O)	-0.23833	-0.07846	4.350286518
CCc1cCcCcCNcCCc1C_opt.log	C=Cc1c(C)c(C)c(C#N)c(C=C)c1(C)	-0.24454	-0.04179	5.51711135
CCc1cCcCcCNcCOc1F_opt.log	C=Cc1c(C)c(C)c(C#N)c(C=O)c1(F)	-0.26292	-0.0827	4.904038508
CCc1cCcCcOcCOc1CC_opt.log	C=Cc1c(C)c(C)c(O)c(C=O)c1(C=C)	-0.22717	-0.0489	4.850976278
Cc1cCcFcCOcFc1N_opt.log	Cc1c(C)c(F)c(C=O)c(F)c1(N)	-0.21255	-0.05296	4.342667326
Cc1cNcNcCOcCOc1CN_opt.log	Cc1c(N)c(N)c(C=O)c(C=O)c1(C#N)	-0.22425	-0.08027	3.917897372
Cc1cCcNOO-cCcCc1N_opt.log	Cc1c(C)c(N(=O)(=O))c(C)c(C)c1(N)	-0.21704	-0.07214	3.9429318600000007
Cc1cOcNcCcNOO-c1CO_opt.log	Cc1c(O)c(N)c(C)c(N(=O)(=O))c1(C=O)	-0.24725	-0.07326	4.734511486
CCc1cCcNcCcNc1F_opt.log	C=Cc1c(C)c(N)c(C)c(N)c1(F)	-0.18017	0.00188	4.95383537
Cc1cNcNcNcNOO-c1CO_opt.log	Cc1c(N)c(N)c(N)c(N(=O)(=O))c1(C=O)	-0.20817	-0.08161	3.443874784
CCc1cCcCcNOO-cCCc1N_opt.log	C=Cc1c(C)c(C)c(N(=O)(=O))c(C=C)c1(N)	-0.209	-0.07668	3.600612448
Cc1cCcNOO-cNcFc1F_opt.log	Cc1c(C)c(N(=O)(=O))c(N)c(F)c1(F)	-0.23125	-0.0939	3.737485790000001
CCc1cFcCcNcCc1CN_opt.log	C=Cc1c(F)c(C)c(N)c(C)c1(C#N)	-0.21081	-0.03712	4.726348066000001
Cc1cCcNOO-cCOcOc1NOO-_opt.log	Cc1c(C)c(N(=O)(=O))c(C=O)c(O)c1(N(=O)(=O))	-0.2763	-0.12397	4.145112562
Cc1cNcNcOcNOO-c1CO_opt.log	Cc1c(N)c(N)c(O)c(N(=O)(=O))c1(C=O)	-0.22731	-0.09007	3.7344925360000008
CCc1cCcCcCOcCNc1CN_opt.log	C=Cc1c(C)c(C)c(C=O)c(C#N)c1(C#N)	-0.27884	-0.0903	5.130437356
CCc1cFcNcCcCc1CN_opt.log	C=Cc1c(F)c(N)c(C)c(C)c1(C#N)	-0.21964	-0.03119	5.12798833
Cc1cCcCOcNcCc1O_opt.log	Cc1c(C)c(C=O)c(N)c(C)c1(O)	-0.20191	-0.03241	4.6123323
CCc1cNcCcCcNOO-c1F_opt.log	C=Cc1c(N)c(C)c(C)c(N(=O)(=O))c1(F)	-0.22814	-0.07741	4.101574322
CCc1cNcNcCcNOO-c1N_opt.log	C=Cc1c(N)c(N)c(C)c(N(=O)(=O))c1(N)	-0.2118	-0.06889	3.8887811739999996
Cc1cNcOcOcCOc1O_opt.log	Cc1c(N)c(O)c(O)c(C=O)c1(O)	-0.20241	-0.04358	4.3219866620000005
CCc1cCcNcNcCc1F_opt.log	C=Cc1c(C)c(N)c(N)c(C)c1(F)	-0.18402	0.007	5.1979216280000005
Cc1cCcNOO-cOcOc1NOO-_opt.log	Cc1c(C)c(N(=O)(=O))c(O)c(O)c1(N(=O)(=O))	-0.25087	-0.11943	3.576666416
Cc1cCcNcCOcNc1N_opt.log	Cc1c(C)c(N)c(C=O)c(N)c1(N)	-0.17838	-0.02734	4.1100098560000005
Cc1cCcFcNcCNc1N_opt.log	Cc1c(C)c(F)c(N)c(C#N)c1(N)	-0.19398	-0.01843	4.77696127
Cc1cCcNOO-cCNcNOO-c1CO_opt.log	Cc1c(C)c(N(=O)(=O))c(C#N)c(N(=O)(=O))c1(C=O)	-0.29606	-0.13875	4.280625334
CCc1cCcCcCNcCc1O_opt.log	C=Cc1c(C)c(C)c(C#N)c(C)c1(O)	-0.23096	-0.04099	5.169349658
Cc1cCcCOcOcCOc1O_opt.log	Cc1c(C)c(C=O)c(O)c(C=O)c1(O)	-0.23333	-0.0605	4.702946262
CCc1cOcNcCcCOc1CC_opt.log	C=Cc1c(O)c(N)c(C)c(C=O)c1(C=C)	-0.22068	-0.03763	4.98104677
Cc1cCcCOcNOO-cCOc1CO_opt.log	Cc1c(C)c(C=O)c(N(=O)(=O))c(C=O)c1(C=O)	-0.26228	-0.11178	4.0953157000000004
Cc1cCcNOO-cNcOc1N_opt.log	Cc1c(C)c(N(=O)(=O))c(N)c(O)c1(N)	-0.20984	-0.07115	3.7739490659999997
CCc1cNcCcCcCc1CN_opt.log	C=Cc1c(N)c(C)c(C)c(C)c1(C#N)	-0.20578	-0.02532	4.9105692439999995
Cc1cNcNcNOO-cCc1NOO-_opt.log	Cc1c(N)c(N)c(N(=O)(=O))c(C)c1(N(=O)(=O))	-0.23986	-0.09763	3.870277422
CCc1cCcCcCNcNOO-c1NOO-_opt.log	C=Cc1c(C)c(C)c(C#N)c(N(=O)(=O))c1(N(=O)(=O))	-0.29015	-0.12169	4.584032444
CCc1cCcCcCcCNc1CO_opt.log	C=Cc1c(C)c(C)c(C)c(C#N)c1(C=O)	-0.25621	-0.06772	5.129076786
Cc1cNcOcOcNc1O_opt.log	Cc1c(N)c(O)c(O)c(N)c1(O)	-0.17569	0.04048	5.882288338000001
CCc1cCOcCcNcNc1NOO-_opt.log	C=Cc1c(C=O)c(C)c(N)c(N)c1(N(=O)(=O))	-0.23147	-0.08551	3.9717759440000004
Cc1cCcNOO-cCcCOc1O_opt.log	Cc1c(C)c(N(=O)(=O))c(C)c(C=O)c1(O)	-0.26306	-0.0885	4.750021984000001
CCc1cOcCOcCcCc1CO_opt.log	C=Cc1c(O)c(C=O)c(C)c(C)c1(C=O)	-0.2404	-0.07834	4.409879483999999
Cc1cCcNOO-cCNcCc1CO_opt.log	Cc1c(C)c(N(=O)(=O))c(C#N)c(C)c1(C=O)	-0.28652	-0.11513	4.663761846
Cc1cNcNcCOcCc1F_opt.log	Cc1c(N)c(N)c(C=O)c(C)c1(F)	-0.19313	-0.04199	4.112730996
Cc1cNcOcFcCc1F_opt.log	Cc1c(N)c(O)c(F)c(C)c1(F)	-0.217	0.0191	6.424611540000001
Cc1cCcOcCOcCOc1O_opt.log	Cc1c(C)c(O)c(C=O)c(C=O)c1(O)	-0.23248	-0.06465	4.566889261999999
Cc1cNcOcNcCOc1O_opt.log	Cc1c(N)c(O)c(N)c(C=O)c1(O)	-0.1952	-0.03066	4.477363756000001
Cc1cCcNcCOcOc1C_opt.log	Cc1c(C)c(N)c(C=O)c(O)c1(C)	-0.19767	-0.04163	4.2460668560000006
CCc1cFcCcCcCNc1NOO-_opt.log	C=Cc1c(F)c(C)c(C)c(C#N)c1(N(=O)(=O))	-0.26833	-0.1073	4.381851742
Cc1cNcOcNcNOO-c1NOO-_opt.log	Cc1c(N)c(O)c(N)c(N(=O)(=O))c1(N(=O)(=O))	-0.235	-0.0895	3.9592587
CCc1cOcCcCcCOc1CC_opt.log	C=Cc1c(O)c(C)c(C)c(C=O)c1(C=C)	-0.23585	-0.04491	5.195744716
Cc1cCcNcNOO-cCNc1C_opt.log	Cc1c(C)c(N)c(N(=O)(=O))c(C#N)c1(C)	-0.23457	-0.09261	3.8629303440000005
CCc1cCcCcOcCOc1C_opt.log	C=Cc1c(C)c(C)c(O)c(C=O)c1(C)	-0.22946	-0.04011	5.15247859
CCc1cCcCcCNcFc1C_opt.log	C=Cc1c(C)c(C)c(C#N)c(F)c1(C)	-0.25753	-0.04742	5.717387254
Cc1cCcCOcCNcCc1CO_opt.log	Cc1c(C)c(C=O)c(C#N)c(C)c1(C=O)	-0.2751	-0.09554	4.886078984
CCc1cNcCcCcCc1N_opt.log	C=Cc1c(N)c(C)c(C)c(C)c1(N)	-0.17317	0.01223	5.04499356
Hc1cNOO-cCNcCNcCOc1NOO-_opt.log	c1c(N(=O)(=O))c(C#N)c(C#N)c(C=O)c1(N(=O)(=O))	-0.31957	-0.17586	3.910550294000001
Cc1cNcCcCOcNOO-c1O_opt.log	Cc1c(N)c(C)c(C=O)c(N(=O)(=O))c1(O)	-0.23534	-0.07677	4.3149116979999995
CCc1cCcCcCcCc1C_opt.log	C=Cc1c(C)c(C)c(C)c(C)c1(C)	-0.22503	0.00168	6.169096494
CCc1cCcCcCcCNc1NOO-_opt.log	C=Cc1c(C)c(C)c(C)c(C#N)c1(N(=O)(=O))	-0.27366	-0.09353	4.901589482
Cc1cCcCOcNOO-cNOO-c1N_opt.log	Cc1c(C)c(C=O)c(N(=O)(=O))c(N(=O)(=O))c1(N)	-0.26066	-0.11134	4.063206248
CCc1cFcCcCcNc1CO_opt.log	C=Cc1c(F)c(C)c(C)c(N)c1(C=O)	-0.20668	-0.04662	4.355456684
CCc1cOcCcCcFc1O_opt.log	C=Cc1c(O)c(C)c(C)c(F)c1(O)	-0.21471	-0.00297	5.761741836000001
Cc1cCcFcCNcOc1N_opt.log	Cc1c(C)c(F)c(C#N)c(O)c1(N)	-0.20275	-0.02985	4.70485106
CCc1cCcCNcCcCc1O_opt.log	C=Cc1c(C)c(C#N)c(C)c(C)c1(O)	-0.23553	-0.02588	5.7048700100000005
CCc1cCOcCcCcCNc1NOO-_opt.log	C=Cc1c(C=O)c(C)c(C)c(C#N)c1(N(=O)(=O))	-0.26647	-0.1087	4.293142577999999
CCc1cNOO-cCcCcOc1NOO-_opt.log	C=Cc1c(N(=O)(=O))c(C)c(C)c(O)c1(N(=O)(=O))	-0.26632	-0.10075	4.505391498
Cc1cCcFcNcFc1O_opt.log	Cc1c(C)c(F)c(N)c(F)c1(O)	-0.19754	0.02051	5.9334457700000005
Cc1cCcCNcCNcCc1F_opt.log	Cc1c(C)c(C#N)c(C#N)c(C)c1(F)	-0.28108	-0.06985	5.747864022
Cc1cCcCOcCNcNOO-c1C_opt.log	Cc1c(C)c(C=O)c(C#N)c(N(=O)(=O))c1(C)	-0.27701	-0.10606	4.65178883
Cc1cNcNcOcNOO-c1F_opt.log	Cc1c(N)c(N)c(O)c(N(=O)(=O))c1(F)	-0.22992	-0.06156	4.581311304000001
Cc1cNcCcCNcNOO-c1O_opt.log	Cc1c(N)c(C)c(C#N)c(N(=O)(=O))c1(O)	-0.24137	-0.0817	4.344844238
Cc1cCcCNcNOO-cNc1N_opt.log	Cc1c(C)c(C#N)c(N(=O)(=O))c(N)c1(N)	-0.22222	-0.08939	3.6144902620000003
Hc1cNOO-cCNcCcCNc1NOO-_opt.log	c1c(N(=O)(=O))c(C#N)c(C)c(C#N)c1(N(=O)(=O))	-0.33386	-0.16312	4.646074436
Cc1cNcOcFcCOc1F_opt.log	Cc1c(N)c(O)c(F)c(C=O)c1(F)	-0.21876	-0.04261	4.793288110000001
CCc1cCcCcNcNOO-c1CC_opt.log	C=Cc1c(C)c(C)c(N)c(N(=O)(=O))c1(C=C)	-0.21531	-0.07697	3.7644250760000006
CCc1cFcOcCcCc1CN_opt.log	C=Cc1c(F)c(O)c(C)c(C)c1(C#N)	-0.24624	-0.03905	5.637929966
CCc1cCcNcOcCc1N_opt.log	C=Cc1c(C)c(N)c(O)c(C)c1(N)	-0.18417	0.01947	5.5413294959999995
CCc1cCcCcNOO-cCNc1F_opt.log	C=Cc1c(C)c(C)c(N(=O)(=O))c(C#N)c1(F)	-0.28152	-0.10615	4.772063218
CCc1cCcCcFcFc1C_opt.log	C=Cc1c(C)c(C)c(F)c(F)c1(C)	-0.24042	-0.01406	6.159572504000001
CCc1cNcCcNcNc1NOO-_opt.log	C=Cc1c(N)c(C)c(N)c(N)c1(N(=O)(=O))	-0.17945	-0.06914	3.001689534
Cc1cCcCNcNcFc1F_opt.log	Cc1c(C)c(C#N)c(N)c(F)c1(F)	-0.22455	-0.03521	5.152206476000001
Cc1cNcCcCNcOc1F_opt.log	Cc1c(N)c(C)c(C#N)c(O)c1(F)	-0.20343	-0.02751	4.787029488
CCc1cCcCcOcCc1CN_opt.log	C=Cc1c(C)c(C)c(O)c(C)c1(C#N)	-0.23094	-0.02987	5.471396198
Cc1cCcFcNcFc1C_opt.log	Cc1c(C)c(F)c(N)c(F)c1(C)	-0.19526	0.02092	5.882560452
Cc1cCcCOcOcCOc1C_opt.log	Cc1c(C)c(C=O)c(O)c(C=O)c1(C)	-0.2455	-0.06435	4.92934511
Cc1cNcNcCNcFc1NOO-_opt.log	Cc1c(N)c(N)c(C#N)c(F)c1(N(=O)(=O))	-0.24761	-0.08948	4.302938682
CCc1cCcNcCcCOc1N_opt.log	C=Cc1c(C)c(N)c(C)c(C=O)c1(N)	-0.17734	-0.03571	3.8539505820000004
CCc1cNcCcCcNc1NOO-_opt.log	C=Cc1c(N)c(C)c(C)c(N)c1(N(=O)(=O))	-0.18523	-0.07355	3.038969152
Cc1cCcFcNcCc1F_opt.log	Cc1c(C)c(F)c(N)c(C)c1(F)	-0.19778	0.01528	5.797660884
CCc1cCcCcNcOc1N_opt.log	C=Cc1c(C)c(C)c(N)c(O)c1(N)	-0.17374	0.01566	5.15383916
Cc1cCcFcNOO-cCNc1N_opt.log	Cc1c(C)c(F)c(N(=O)(=O))c(C#N)c1(N)	-0.23865	-0.10151	3.7317713959999996
Cc1cCcFcCNcCc1N_opt.log	Cc1c(C)c(F)c(C#N)c(C)c1(N)	-0.21064	-0.03094	4.88988858
Cc1cNcCcFcNc1N_opt.log	Cc1c(N)c(C)c(F)c(N)c1(N)	-0.17479	0.04157	5.8874585040000005
Cc1cNcNcCNcOc1NOO-_opt.log	Cc1c(N)c(N)c(C#N)c(O)c1(N(=O)(=O))	-0.23706	-0.07779	4.333959678
CCc1cFcCcCcCOc1NOO-_opt.log	C=Cc1c(F)c(C)c(C)c(C=O)c1(N(=O)(=O))	-0.26282	-0.09188	4.651516716
